Model,Brake Horsepower (BHP),Torque (Nm),Fuel Consumption (L/100km),CO2 Emissions (g/km),NOx Emissions (g/km),RPM (Revolutions Per Minute),Load Percentage,Coolant Temperature (°C),Oil Temperature (°C),Oil Pressure (kPa),Intake Manifold Pressure (kPa),Exhaust Back Pressure (kPa),Vibration Levels,Noise Levels (dB)
Volvo FH 520,415.4732992,1987.49901,6.903719837,155.5527565,2.390058026,1473.663813,80.45052049,81.94557474,66.23895367,243.4165892,103.8914925,24.00262014,0.509726842,78.23052142
Ashok Leyland 2518,380.2681036,1729.525077,18.42841698,366.760342,3.297694394,2226.768717,19.09369513,98.23475323,104.2991082,383.9400214,117.1638523,11.89419701,0.692534158,71.33926382
Tata 407,173.4955735,2589.694714,10.46753705,457.6287021,4.718503921,1607.583323,45.1594803,96.68313305,93.17870733,332.1145943,70.69408171,12.49802325,0.940546732,80.14605471
Volvo FH 520,183.8951132,1510.921567,4.73344321,398.5509726,3.009408254,1691.611522,53.96140496,98.42698977,83.90364161,321.2566453,117.8556427,29.37484302,0.275961249,80.258453
Eicher Pro 6025,287.047796,2973.078845,6.080282567,427.8103913,2.381687527,2270.894831,52.43010706,95.52647213,107.1094772,337.420975,101.6255406,37.23469877,0.549101935,88.48188679
Ashok Leyland 2518,329.2301525,1226.267535,16.92295031,291.5424108,3.424783338,1271.058872,22.61070531,84.26892344,64.94880606,266.1461372,149.4248547,35.36141419,0.835827654,82.12029931
Tata 407,346.6528205,1551.867203,5.944517899,150.5569885,3.918250688,1344.261377,38.42289227,80.76056947,89.7163973,383.6424386,62.09271809,20.28184214,0.26160963,84.12636354
Mahindra Blazo X 35,392.5978644,2232.430096,8.40779744,124.5932371,3.44681941,2025.61736,57.03897552,92.11277408,97.50263988,399.2423688,122.7229522,26.92358145,0.323804016,76.01342193
Tata 407,499.8510368,1502.776023,7.887946942,202.8661132,0.415856248,1698.565514,80.58854969,85.70974159,111.0000431,331.7538776,81.26444022,43.28791587,0.589837653,87.148029
Ashok Leyland 2518,380.4788963,1582.681407,16.76813514,162.1341174,1.184348348,1865.42535,99.74609186,81.14166809,111.1999655,246.8027215,70.65396138,31.30679893,0.993972873,84.77784533
Tata 407,193.6868584,2434.919539,12.67395732,413.3621877,4.461835795,1011.872739,37.54827473,95.50256984,119.8502953,357.973907,132.1463373,14.24713434,0.444892677,81.39400899
Volvo FH 520,284.6840868,2829.878189,8.0313272,229.4403016,1.902976092,2188.515005,90.8798435,80.68969914,76.32623629,365.8646849,125.0815253,49.27922006,0.787989993,79.18254011
Volvo FH 520,295.5248905,1968.990967,7.498883926,416.588472,4.52534909,1645.622814,92.17757247,83.822077,94.05587067,391.0092757,63.04482806,43.23377224,0.596907656,71.68879346
Ashok Leyland 2518,370.7884139,1900.983281,7.411206651,149.9654463,2.074372043,2443.810962,57.22236253,83.09470245,76.36485187,277.7872114,72.09102625,14.68167668,0.583488079,72.53039318
Volvo FH 520,474.9769128,2409.943967,18.80877647,482.0914938,3.00739752,2397.14958,28.25364092,84.95281037,107.316263,313.0859392,100.6253982,28.008466,0.561865705,70.33162594
Eicher Pro 6025,197.3480979,2443.941899,11.02981466,382.2139672,1.222787812,1291.156101,84.51509409,95.35299512,100.2273305,320.2712587,73.86204583,48.03893837,0.803067834,89.7331832
Tata 407,288.3054834,2515.890142,14.48551239,363.4531536,3.016062633,1236.338941,61.65546901,88.78587002,96.19510706,282.6585897,63.3846624,47.94979402,0.3115324,83.62491761
Ashok Leyland 2518,304.5742534,1707.527207,9.934396001,327.4008451,4.851983993,1974.689037,85.20617478,87.19680515,117.7595233,246.895039,131.0532537,32.91563045,0.872920328,73.1412636
Mahindra Blazo X 35,390.8200678,1652.926681,11.31734559,298.7850194,3.419793861,2262.176462,31.66084551,91.32603547,113.185832,228.6112017,76.88083322,48.10140854,0.347900894,74.34819152
Eicher Pro 6025,180.5911611,2995.104139,10.71232362,350.7483032,4.207912711,1431.71736,89.0943384,80.11199278,67.56743082,317.4198174,76.75150162,11.06656344,0.536993752,86.64333227
Eicher Pro 6025,473.8424554,2952.180357,16.86472749,107.7937126,4.071918444,1715.807227,45.22119457,94.09814806,75.80926312,270.0470757,97.0848047,44.64439501,0.91445633,73.6878535
Tata 407,405.4582142,1539.832317,17.27147148,129.8991354,1.017312331,1049.980119,46.77203407,81.43565876,88.88405182,271.7766317,62.25564474,10.17864038,0.222115095,86.5270909
Volvo FH 520,264.8024615,1193.027164,10.28248713,322.9600672,4.041946737,1159.605074,38.56267432,93.28746822,60.1818223,355.4923736,83.21949507,24.82525699,0.997477209,75.6281439
Eicher Pro 6025,271.8330678,2614.650237,6.286716039,398.8660125,0.438605403,1502.032085,75.12259902,82.89411636,60.12267956,264.7247909,115.4709049,37.29763435,0.540500709,74.11651366
Mahindra Blazo X 35,229.5077364,1390.504829,5.961949431,194.2508031,1.107965222,2391.781889,16.26930102,84.9417484,104.1853326,205.7339917,134.6264533,15.81479399,0.31794796,75.17905408
Mahindra Blazo X 35,431.8705032,2867.410805,7.201928185,285.9858848,3.160023294,2129.412622,95.34596823,94.63840122,64.11043885,270.905932,91.2524983,30.33473653,0.181312742,83.21316002
Volvo FH 520,206.8081258,2068.035736,10.31434453,299.5686319,2.762341209,1640.907815,70.99653383,86.52947312,79.97979316,229.0211656,100.5518314,39.60646812,0.619756298,74.05378774
Eicher Pro 6025,318.073598,2220.710501,16.91463236,154.7333266,3.979602884,2496.244335,65.72844125,83.64311098,85.27253582,303.292541,115.3946731,38.91721993,0.481862617,74.01966638
Ashok Leyland 2518,432.4628336,1322.8906,11.5906609,132.2606375,4.107100117,1163.78505,64.52480074,81.01648199,109.472931,370.037997,137.6038319,13.37304573,0.961238203,84.30253784
Mahindra Blazo X 35,322.9258268,1779.795101,14.23736175,169.0717442,2.727150862,2264.693614,58.91529316,85.62686982,104.5771001,252.4686691,58.32600603,37.0812528,0.907722342,80.82250948
Tata 407,177.4076447,1111.722284,12.92708398,356.6039374,4.582662873,1260.815871,94.43404712,87.93271045,97.94417196,363.1676976,74.9468976,22.61462798,0.273654478,86.3422142
Tata 407,480.4577236,2390.223417,13.56877354,110.6898628,3.481619335,1739.251226,62.04333662,96.82586495,82.8750273,319.9049818,51.14953846,33.99542331,0.747811647,87.91673711
Mahindra Blazo X 35,448.1058827,1665.619108,6.02307491,286.8364909,1.698811929,1435.680444,86.72959969,88.23915944,118.6107106,355.9475324,93.43919245,12.23060974,0.882195895,81.22982682
Ashok Leyland 2518,466.269222,2322.788553,4.837303268,232.9297534,3.184116998,2320.26565,78.71349617,81.83839846,79.28088121,359.0462205,51.57748016,35.4120241,0.935339418,73.16251307
Mahindra Blazo X 35,194.0624314,2858.242254,7.839658223,116.9520804,0.685671063,2346.681083,90.2869917,89.2348738,81.61723843,292.6061319,120.3151477,42.55719492,0.984375666,75.17440433
Eicher Pro 6025,348.3157958,1419.323606,17.74712867,140.3387557,3.349505737,1606.439757,88.09404906,97.34931805,93.51550484,240.0367373,112.4714582,28.75173995,0.137357972,74.53401467
Eicher Pro 6025,475.564041,2498.415532,8.198455585,361.7709162,4.288014961,2308.549808,75.10775224,97.95439015,95.35914178,321.387932,104.8291959,28.36934362,0.193535949,84.46704155
Mahindra Blazo X 35,301.4840899,1415.435739,4.309260211,327.084174,1.339475575,1138.520232,70.70652579,93.0750936,108.4248295,220.5469257,61.58696266,21.14859518,0.888552682,79.98607349
Mahindra Blazo X 35,239.4927943,2096.712115,18.94825612,463.346619,4.777301654,2119.214904,52.19410099,84.9017544,97.45999297,388.8129211,66.08878565,12.36536284,0.98566554,82.63928308
Tata 407,485.8341856,1767.834804,10.27392487,493.9623651,4.344606545,1287.318458,99.23450205,89.60354874,71.43700064,248.7563519,53.35798374,12.75493003,0.272822319,89.55577169
Tata 407,469.6672888,2747.401938,10.0218502,202.034469,3.484197093,1045.470498,33.00182212,84.83901971,113.8858002,397.3502985,140.5897235,40.7640298,0.945857011,80.16090656
Tata 407,325.6899456,2491.946185,14.16495126,107.2352129,1.911446627,2359.77765,79.22404714,90.65260112,112.2041173,200.3415956,75.39341854,43.96317852,0.656985247,79.17962471
Eicher Pro 6025,456.0048043,2909.356172,18.87604164,315.3464254,4.794853871,1659.781765,69.4775439,82.55830909,75.76323996,335.0955119,76.39799913,30.02356869,0.294366424,86.78736856
Volvo FH 520,185.5523503,2364.178403,14.42695206,360.0546208,1.816272895,1329.887696,65.887522,85.09422743,80.89790025,286.0639839,99.41231089,15.21711348,0.249293875,75.00850779
Tata 407,439.3712673,1543.734197,5.454761806,204.9113379,1.887788208,2109.219001,42.11433173,99.31610738,68.4257822,305.7349721,137.9240855,16.19251753,0.272644958,88.1452876
Eicher Pro 6025,491.78769,2776.373228,12.34184329,411.8808835,2.829657971,1263.970507,26.47872917,84.05356544,87.4338337,283.1903273,61.09612519,21.45024918,0.768310998,89.73334481
Volvo FH 520,308.8182399,1677.373229,15.44621986,222.6186825,1.251618895,1450.722561,10.85387673,86.22817488,118.1926885,309.679102,91.31345448,43.49924152,0.218149777,70.47806712
Eicher Pro 6025,267.2403455,1162.620987,14.90432736,498.8226607,4.61427665,1071.991038,72.56202188,90.05577697,112.0122148,375.0188068,141.3114864,27.44159665,0.242666026,77.3553601
Mahindra Blazo X 35,458.8276373,1928.717658,8.114680376,164.8113555,1.820336247,2079.572942,23.02618965,89.77632158,77.8156973,311.3392392,62.05253863,20.80617183,0.823804244,79.41860345
Mahindra Blazo X 35,212.4935428,2404.0385,5.125093931,308.7951685,0.462862462,1612.367334,87.06218534,90.63790901,91.61712727,258.7304219,82.18289841,45.22438648,0.553175522,71.38138272
Ashok Leyland 2518,177.2440755,1996.411017,14.23246574,170.3293714,3.981446002,1109.511992,87.66307913,97.25627093,98.61873925,324.8936892,136.8801574,46.37082886,0.465054215,70.66814158
Volvo FH 520,384.6723908,2759.308683,6.851218809,231.1917773,2.850829738,2103.883492,37.1638436,92.1510126,93.83454818,290.1148067,68.31144536,13.10060399,0.587363482,72.7473992
Mahindra Blazo X 35,451.9256011,1897.238888,17.65212724,234.7776863,1.367998842,2253.680984,65.78229238,81.76501461,61.64040275,217.9342744,128.7985751,21.0517709,0.895360802,84.97813262
Mahindra Blazo X 35,493.280339,2057.080461,5.619687218,239.7168752,4.116211682,2022.495705,46.13952082,98.33957906,71.23429224,255.9270632,141.6287199,26.23033922,0.609614632,86.82409282
Ashok Leyland 2518,458.0738586,1878.095217,14.49109955,173.6503731,4.671947538,2276.136997,93.10577652,92.96555459,115.5506662,281.3736126,104.4468512,38.69591714,0.650209587,74.21083668
Ashok Leyland 2518,176.9098373,1353.176836,17.61992914,107.0489919,4.157333897,1928.392511,54.15368065,88.79630654,72.53781496,392.9313245,130.8146301,15.81933344,0.744416992,87.28966324
Mahindra Blazo X 35,198.392738,2171.376998,8.251406633,439.8364128,1.73843486,2006.057847,19.39399263,80.11416083,85.8167335,300.2782327,124.1640574,32.68414409,0.546250273,70.77263527
Volvo FH 520,181.9784327,1309.637825,9.521954581,429.1748648,1.575486373,2190.47914,58.05027629,86.87231005,84.81038052,205.1339817,129.6454878,19.47981343,0.687504422,79.06363163
Ashok Leyland 2518,362.3509479,1519.785772,4.431882303,221.3950611,2.430845115,1768.10814,16.02910143,98.0225813,72.0181868,321.2893496,102.0292082,14.84409791,0.6714309,87.5433027
Mahindra Blazo X 35,287.3114081,1164.045403,5.939564523,148.4212354,3.740611217,1822.864926,20.36119348,86.7454658,73.25452926,394.5907924,60.44413478,24.61107944,0.39238309,74.0141802
Tata 407,224.2280964,1789.308121,6.274685463,224.2154798,2.691522344,2487.574814,82.9008978,85.88220283,68.03979703,394.9268671,104.8303763,26.16205053,0.818184698,82.13535942
Ashok Leyland 2518,385.4640419,2880.190646,12.58628715,162.5922043,1.157092585,1941.315704,55.08935811,96.28197151,113.4756903,366.2080752,53.03582219,19.27053929,0.453147864,79.54683029
Ashok Leyland 2518,493.1635629,2584.865582,19.55768997,395.7372216,4.897741443,1530.334195,82.2115816,81.7783766,117.9784468,323.8107852,142.7844276,42.82770593,0.741615206,89.91004412
Eicher Pro 6025,241.6564885,2810.703075,14.62374178,196.3514499,3.815865231,2269.755654,76.63754633,90.43148765,69.40664969,327.4363185,74.03265845,41.84107551,0.814521681,77.68234872
Tata 407,470.1049121,1046.206116,10.6807147,234.0763646,4.526392399,1800.968222,55.15630552,80.4920821,93.1802686,324.580967,82.5320593,42.94160102,0.284600853,70.02193711
Volvo FH 520,251.1649958,1709.943672,6.500634988,397.538921,4.241624186,1281.098718,91.76738918,94.01780245,83.11890838,371.1039736,138.6936674,24.47995336,0.775182292,70.94221466
Volvo FH 520,382.8334281,2281.64818,4.982255219,342.9568126,0.970080599,1397.742094,60.87558274,97.4407504,119.3861748,255.2424785,63.66394571,10.0414629,0.496530962,79.67317629
Volvo FH 520,357.4916222,2596.453308,17.83340233,360.0302162,4.240788364,1780.997019,13.24121578,91.49221001,95.03253895,214.1431845,145.8121131,28.45706252,0.637614228,76.89841385
Eicher Pro 6025,490.2925391,2360.471683,4.498421793,425.3318523,2.388807487,1201.05826,20.30324046,98.3727275,112.6032674,356.6881211,99.39822773,37.46800119,0.905973761,87.24950427
Volvo FH 520,413.9323829,2518.684356,14.50180261,106.2080113,3.724767116,1077.904795,60.76803094,96.14374447,90.51584072,252.3059034,128.2621316,13.3628515,0.200455586,76.41249238
Eicher Pro 6025,400.4393729,1946.856123,16.25462681,123.2016638,4.366304186,2447.153403,88.37842786,93.2144171,118.7100013,258.9274848,97.7307344,41.0530199,0.737104514,78.44911968
Mahindra Blazo X 35,418.4077518,1647.890248,7.987229471,230.6701835,0.82036813,1902.518941,33.14892877,84.53898261,75.22596885,239.0775077,127.7854191,47.57527707,0.65967874,83.02691679
Eicher Pro 6025,165.6740159,1258.553603,16.77458624,493.3405599,4.16846235,1941.825482,45.46961855,91.82851575,82.84583732,323.1229098,62.57090214,27.94731033,0.962323924,84.70732959
Ashok Leyland 2518,298.0270416,2412.122042,9.072647342,139.8088757,1.365797423,2113.212115,94.13801534,91.35441492,101.7338072,266.6414237,128.5827091,31.17798918,0.860123499,83.87133973
Eicher Pro 6025,239.9764737,2464.816889,8.090785882,398.4635012,0.308754,1764.170496,91.36515223,84.64422103,101.1409118,292.0416473,87.98405909,18.48782553,0.792500179,75.09592442
Eicher Pro 6025,299.0629067,2651.089622,5.013468294,267.0475249,2.841688103,2153.990207,55.18711578,90.3268308,82.29281887,261.7862689,135.9234102,49.83100878,0.444059213,75.49933296
Mahindra Blazo X 35,291.6072393,1006.155202,18.46510148,302.6982913,0.640613644,2343.935319,17.28457611,99.54207484,99.9890037,354.8504064,126.2496086,34.7890657,0.759396191,81.80179624
Tata 407,309.4045461,2710.140622,9.750379798,418.9142993,3.058737866,2071.983135,55.93204107,99.09712432,96.20267354,386.4685125,64.58618324,43.38954532,0.675320534,75.11846273
Ashok Leyland 2518,369.5558,2176.841213,7.258222005,273.1432514,1.751778892,1913.106086,90.55757913,91.22239646,101.3359077,338.2296587,126.0395475,34.06165576,0.251195658,82.13575064
Ashok Leyland 2518,178.7562347,1938.671887,8.585455872,499.7405976,0.767804934,1062.877806,97.93071214,87.73460271,119.1856288,284.9838397,109.7060486,28.99057934,0.454333624,85.83532065
Mahindra Blazo X 35,186.8656716,2678.978385,4.99992178,210.2738241,0.251358236,1921.004586,57.27361882,80.24882809,85.90107419,295.2343684,108.3706923,17.35410249,0.451995119,81.48702962
Volvo FH 520,297.4620397,2608.030843,17.56884257,425.8281088,4.165365659,1648.646868,11.38352771,93.27869191,68.7530917,248.4480827,131.5196919,22.93896089,0.382716441,77.86657064
Volvo FH 520,334.1362637,1614.334174,5.939999615,155.2821793,3.55622641,1540.094079,12.36261793,93.49736288,79.81735388,268.2521823,136.887313,48.48428147,0.297273452,72.07797198
Tata 407,228.7345446,1698.318246,14.18685786,414.1484539,0.888685021,1657.278714,27.38604435,95.8129201,78.04335172,391.2715323,76.50848237,40.10927652,0.626428262,80.62162644
Ashok Leyland 2518,188.8685544,1557.584873,13.26981347,204.5245649,1.013723472,1432.977537,69.5322068,92.65134199,79.37168036,202.3950975,85.76764754,17.50000643,0.223243052,80.27571232
Mahindra Blazo X 35,288.6586612,2160.166804,6.042518803,399.2743969,3.994089071,2072.05387,36.8369581,96.43732477,108.0685147,355.0773771,125.2210456,13.03668415,0.871227729,71.43134296
Ashok Leyland 2518,376.4191911,1125.169449,9.279403088,244.0776211,0.91596569,1894.890135,12.66445375,96.31500761,101.873093,231.4045679,87.23343608,15.95351492,0.772382993,80.8088456
Tata 407,257.7257462,1642.153097,15.40376704,470.2667555,0.446525169,1667.044217,69.34924581,82.63914104,108.0248273,332.1005856,81.24218661,40.36868865,0.499799271,71.79717203
Mahindra Blazo X 35,471.3636835,2923.259559,17.39109155,433.4917664,1.684328558,1244.388693,67.45510379,99.919313,60.48387834,326.0746783,138.7498667,27.51857991,0.485382424,77.30924517
Tata 407,231.3017276,1432.957204,16.08718281,478.5416676,1.833140951,1535.765673,12.85074948,80.07202288,99.0326554,322.1480809,97.85267304,42.72069325,0.985262313,81.69593638
Ashok Leyland 2518,243.3322678,2117.146932,12.79601826,454.7239349,2.264804241,1890.060651,84.38250007,96.55639363,62.59404003,264.2580678,119.7321276,45.83626768,0.401623058,88.09862218
Eicher Pro 6025,194.568296,2941.441895,8.199041683,469.7642488,1.949028794,1409.908312,70.19824542,93.60226569,78.86038506,305.1377237,72.82571474,16.28941666,0.707209054,74.46933041
Eicher Pro 6025,410.8178582,2977.922969,19.34222381,109.452813,1.449863626,2225.910243,10.07281106,89.7363979,80.93072465,222.1552248,129.3999552,31.43396687,0.955706047,83.4451364
Volvo FH 520,194.6458276,2858.75186,19.58277286,284.297837,4.145200794,1635.936156,87.92415068,91.5964713,93.43546842,343.369685,134.1690214,43.11635436,0.663703172,79.70926904
Mahindra Blazo X 35,204.8700383,1465.517254,5.482823086,444.2485429,1.758146688,1529.33227,93.64019498,80.48262508,109.1674822,259.736765,83.07315183,28.18005578,0.135830747,75.64532495
Mahindra Blazo X 35,328.8680649,2936.065527,4.096596111,482.6786873,4.901577078,2345.725608,74.50277937,85.7852237,90.27821358,226.4461897,75.87082893,46.5014282,0.38095718,89.64129691
Eicher Pro 6025,186.5092018,1165.146358,18.81981503,348.1603083,2.345266934,1717.396118,86.12053011,87.96427853,69.39752419,376.0403095,116.0797777,46.55003294,0.291850322,74.65870946
Ashok Leyland 2518,341.8155266,2043.28229,14.90104654,382.3416488,3.354557209,1557.999672,23.57261815,92.68590955,112.4814191,324.1185323,92.59265125,32.46554149,0.147800978,73.50467568
Tata 407,235.4282707,1603.167836,15.1215797,126.2800704,4.739313495,1768.595758,82.91064244,93.24812925,115.4855055,357.9530364,129.1643469,37.89833545,0.737864613,82.53889614
Eicher Pro 6025,293.8231595,1991.392085,17.20534689,153.1337573,1.771837581,1549.18074,82.6753645,97.09031101,62.3067367,376.2795924,140.0001897,25.44334479,0.722497719,87.18227519
Volvo FH 520,334.0262814,1855.907814,7.107102585,334.9192307,2.150713033,2437.427391,96.09338884,83.89480847,88.46130664,200.4409874,50.84760981,31.41431058,0.129376543,76.54894687
Eicher Pro 6025,198.536818,2304.777265,17.83461521,230.4199086,0.367242202,1174.609781,31.01163185,85.74998193,87.40504787,213.4457745,56.55902921,13.62756903,0.640609203,79.07941051
Mahindra Blazo X 35,166.8667197,2885.692964,8.337095032,230.8042989,4.954705357,1445.261624,33.3026893,84.82108018,111.9340546,239.7283979,123.8029902,12.22437708,0.260331421,71.30166534
Eicher Pro 6025,240.455495,2788.092775,5.850550039,264.9315381,0.812528374,1763.520586,86.31138573,84.1334083,95.17883933,353.2075565,55.32823007,48.88567611,0.295753282,85.65979374
Volvo FH 520,282.9673141,2144.14997,16.49713236,372.2347261,1.165665824,2085.768363,10.69335223,91.30260295,73.77714818,353.2695205,51.19569535,18.58638575,0.409246162,74.51136032
Ashok Leyland 2518,202.425756,1335.82806,5.353446106,422.4739772,2.188595817,2229.448868,82.96171153,93.68314572,89.34505947,344.4690262,139.6218117,40.74521327,0.40482604,72.2170985
Mahindra Blazo X 35,181.1788811,1178.207033,16.59461,398.7883494,1.843997794,2493.699775,40.26147884,86.70490861,117.2405018,263.1567468,98.96826932,28.76936341,0.573622413,75.57420421
Ashok Leyland 2518,300.0800748,1642.821741,15.04094014,344.4375816,2.011951322,2279.435776,16.40119306,90.65743531,92.61763847,300.7825116,129.6161617,35.87408466,0.407622613,71.05330728
Mahindra Blazo X 35,321.1437804,1264.065034,9.44024979,190.639587,1.431389266,1465.760433,66.48431275,81.06081855,113.1675746,206.857518,137.9478216,24.33682176,0.912365487,72.85108468
Ashok Leyland 2518,357.1198393,2374.882153,15.9242208,424.4872272,0.127473202,1862.789968,29.7760993,95.19683363,118.9144463,248.6030633,69.87936683,27.21651914,0.645888103,76.9534423
Ashok Leyland 2518,152.2192884,2841.017455,13.41886338,372.2808753,4.245564607,1068.688744,26.43134592,96.66608889,78.99852094,307.6206449,88.71672163,11.36017517,0.745459551,84.94617453
Eicher Pro 6025,275.8968865,1413.954435,16.16167535,176.9057992,3.006889833,2071.724173,75.21740644,91.07306135,88.41775958,269.8593101,113.9558209,18.79355282,0.923314718,81.84984414
Volvo FH 520,494.1507612,1894.522437,15.66861753,145.6795733,3.871000201,2412.452368,14.79691855,81.99319181,68.67251307,370.3260752,62.28069333,36.99926763,0.826124527,85.23631986
Ashok Leyland 2518,221.18922,1758.088835,5.858101798,176.3349979,2.280369714,1548.645592,44.63703283,99.93645845,104.4906154,352.171577,112.4630493,25.87342421,0.150118734,78.10919253
Tata 407,452.2474218,1114.257015,12.96165163,228.7608577,1.559259121,1898.209601,69.86857651,93.47426988,80.87727101,273.4120281,139.3371631,36.42056926,0.107565093,86.11511903
Tata 407,471.4230948,2887.236694,4.454885865,292.1543672,3.492081785,1804.486166,11.46084823,96.92099202,65.72751064,342.213857,120.7862759,29.08317433,0.408236398,82.19044277
Eicher Pro 6025,206.7462045,1814.529198,5.496154692,442.9813943,1.033006128,2355.717332,99.66228474,85.75453166,87.09509576,332.0617372,137.0842902,43.49899105,0.242815199,85.68554211
Eicher Pro 6025,222.389184,2189.86392,12.04841845,495.9521391,0.21412902,2044.498115,79.18995677,93.01468392,84.05629501,208.4442546,125.8136752,25.25533678,0.707205099,82.16920413
Volvo FH 520,288.4142964,2237.187607,12.7572422,424.1177602,4.210869926,2454.576978,64.6529844,86.84906958,112.2674658,313.7453543,70.11944218,10.89035155,0.847635692,78.6066232
Tata 407,318.5725141,2939.603147,13.55735599,426.9767136,3.064117794,1200.44163,26.56281274,88.18742992,119.5205463,357.1966097,94.64853487,25.39853863,0.348661726,77.49109754
Volvo FH 520,352.4948822,2942.541772,11.12461317,485.0869058,0.379641917,1056.40558,43.10352854,84.12050681,104.2616061,260.183644,58.76264101,30.89173835,0.418774608,89.59494063
Volvo FH 520,475.5959734,2037.361706,19.98764962,288.186945,0.573844785,1178.151297,56.94542196,80.19854033,114.5153325,319.4195586,81.05790088,49.47378474,0.5737389,74.34462508
Tata 407,379.9733312,1764.507602,10.59608033,420.2502066,1.840166194,2372.687351,43.60859076,92.23293518,80.60437969,301.3156845,134.1794611,43.22660942,0.187327183,72.7985454
Tata 407,420.9262971,1830.745908,15.15853674,342.3291117,4.216723898,1736.289563,29.30689377,90.93463399,113.0669899,208.9450788,148.4970741,40.79200074,0.298833971,76.875024
Ashok Leyland 2518,295.8346073,1593.416969,12.54250965,298.6808771,3.148708742,1682.305587,72.41750709,97.05547614,77.41553889,345.3342843,120.7019039,24.58148249,0.249037847,72.13695118
Ashok Leyland 2518,358.3113803,2435.552585,15.40314315,267.5247105,1.928594912,1125.410802,79.46621383,94.26218619,70.7718044,388.891722,63.5247613,24.83434913,0.174035241,86.80002143
Tata 407,193.4264558,2828.379152,5.67159175,434.2990777,3.067623496,1594.027293,66.15052464,95.55479208,94.5365406,393.2371094,105.9650378,19.12583988,0.515392557,88.9477643
Ashok Leyland 2518,489.4162642,1377.248668,9.691319269,475.4998124,3.179726949,2119.870028,52.10104167,84.2144299,103.5177377,350.8776656,143.6981444,14.35623218,0.935403289,88.94128821
Tata 407,256.6213422,1696.055911,15.44896819,373.8875053,3.64320498,1579.701873,99.34021734,81.85210971,70.2449436,395.6138733,132.7870113,47.35649268,0.24816276,72.25642131
Ashok Leyland 2518,492.5142666,1384.118828,9.280767706,466.2386087,3.624821753,1747.771348,21.67637506,99.63987272,85.11693118,311.7089885,107.4118024,12.92292731,0.952270366,70.06934552
Volvo FH 520,200.043349,1368.699195,19.97808472,406.2677348,2.212236415,2407.832543,68.79469602,88.94754616,109.6017809,325.7322266,124.6851903,47.18169269,0.285947383,72.18189642
Mahindra Blazo X 35,236.8431976,2836.966741,15.67942552,356.7292114,2.652027023,2072.201702,21.90228803,81.38010507,82.80161028,357.9425677,101.1410493,19.53713174,0.776576013,78.6338275
Volvo FH 520,409.7153358,1975.126027,18.17369017,112.876697,4.652145537,1092.776974,46.89205772,99.76734279,66.11846172,279.0082389,88.02160048,26.67850262,0.375163191,78.18479605
Eicher Pro 6025,198.6386401,2844.270333,9.312395735,369.9086762,3.712965482,1622.113435,13.98306592,89.57405945,116.2482471,304.4378806,104.8208647,22.31803405,0.888274261,72.87770256
Tata 407,356.8437384,2494.249738,4.570669928,421.6338354,3.900240207,1179.105615,19.89793216,94.35018987,94.50901581,279.6875185,139.4633406,46.40248244,0.188727086,75.23537334
Mahindra Blazo X 35,239.4466745,1378.206328,8.681133927,219.5715907,3.346656732,1052.043888,80.130575,95.41960414,117.3852927,379.2008989,98.82867308,34.72507909,0.797767258,80.30757717
Ashok Leyland 2518,270.6674729,1938.967826,10.7501825,484.5792598,0.478642419,2477.273198,34.85553996,94.67862836,66.70292421,247.1926326,89.64682953,33.13496852,0.176711012,75.80162389
Volvo FH 520,292.0026044,2841.306335,6.990976101,263.8773178,3.749695433,1548.001361,80.49218788,81.68569098,61.65523573,399.0311099,67.75548126,32.90603852,0.500365126,71.03039639
Ashok Leyland 2518,472.7545812,1391.20277,9.250175559,105.8648557,3.920313121,2455.689043,39.79856662,85.1634206,78.94581283,257.4767417,93.92132785,18.18172467,0.158189954,81.80455919
Ashok Leyland 2518,423.7216224,2670.057198,14.88923826,474.8794524,3.104350083,2068.66382,56.53106969,92.73185474,62.98893519,261.9813323,79.6204373,23.18736402,0.912856956,71.06319016
Tata 407,450.7983348,2605.817872,15.26471907,331.928647,3.538441877,1554.365716,88.05457057,84.50002018,90.79299941,215.7852664,117.9710835,41.9632726,0.380729978,84.13906957
Ashok Leyland 2518,285.3764426,2726.025952,15.75624377,224.5720219,3.750535309,1026.926708,38.87109351,87.48641593,114.1449328,214.8758938,72.82024877,17.6018256,0.404275532,80.58761076
Volvo FH 520,485.9871532,2913.737179,13.6216656,281.3273453,3.167448815,2421.661203,28.94979386,92.23419792,81.03909246,374.6639672,129.5762478,35.02505499,0.604040132,77.906988
Volvo FH 520,399.4583623,2059.569531,17.3895303,410.9869328,0.108504905,1802.413166,69.35589686,86.07796562,61.25310496,368.1588064,75.55271507,28.93473872,0.924803483,71.49762505
Tata 407,316.6438311,2524.053112,9.83601539,149.3749619,1.187636528,1018.031147,49.52245581,94.63310182,117.6214826,242.613811,113.2600859,42.01823182,0.384502218,87.82731517
Ashok Leyland 2518,379.2838232,2682.846447,9.299817475,312.0707113,1.797516426,1457.396734,85.02235295,86.35279925,88.92004481,385.6017968,78.65517558,38.88039992,0.57688864,73.70249318
Ashok Leyland 2518,304.3738479,1808.773996,14.0815644,188.5660336,2.795338876,1676.215994,80.91481485,89.22019921,77.82686116,359.6207277,135.3828203,37.84427754,0.278300287,72.15529599
